OrderID,Date,Country,Device,Item_Detail,Unitprice,Quantity,Sales
20180423,5/8/2018,Australia,Desktop,Canned Food,500,479,239500
20180424,5/8/2018,Australia,Mobile,Frozen Food,330,338,111540
20180425,5/9/2018,USA,Desktop,Dried Food,450,127,57150
20180426,5/9/2018,Thailand,Mobile,Canned Food,500,128,64000
20180427,5/9/2018,Australia,Mobile,Canned Food,500,316,158000
20180428,5/10/2018,Australia,Desktop,Beverage,200,316,63200
20180429,5/10/2018,Thailand,Mobile,Beverage,200,138,27600
20180430,5/11/2018,Australia,Desktop,Canned Food,500,296,148000
20180431,5/11/2018,USA,Mobile,Frozen Food,330,484,159720
20180432,5/11/2018,Australia,Mobile,Beverage,200,361,72200
20180433,5/11/2018,USA,Tablet,Canned Food,500,149,74500
20180434,5/11/2018,Thailand,Tablet,Dried Food,450,145,65250
20180435,5/12/2018,Canada,Mobile,Frozen Food,330,325,107250
20180436,5/12/2018,USA,Mobile,Beverage,200,156,31200
20180437,5/13/2018,Thailand,Tablet,Dried Food,450,357,160650
20180438,5/13/2018,Thailand,Mobile,Canned Food,500,100,50000
20180439,5/13/2018,Australia,Tablet,Dried Food,450,458,206100
20180440,5/14/2018,Australia,Desktop,Beverage,200,335,67000
20180441,5/14/2018,Australia,Tablet,Frozen Food,330,136,44880
20180442,5/14/2018,Australia,Mobile,Canned Food,500,472,236000
20180443,5/15/2018,Canada,Tablet,Beverage,200,150,30000
20180444,5/15/2018,Canada,Mobile,Canned Food,500,427,213500
20180445,5/15/2018,USA,Mobile,Canned Food,500,269,134500
20180446,5/15/2018,Canada,Tablet,Canned Food,500,461,230500
20180447,5/15/2018,Canada,Desktop,Canned Food,500,145,72500
20180448,5/15/2018,USA,Tablet,Beverage,200,221,44200
20180449,5/15/2018,Australia,Desktop,Canned Food,500,486,243000
20180450,5/16/2018,Thailand,Desktop,Beverage,200,342,68400
20180451,5/16/2018,Canada,Mobile,Beverage,200,263,52600
20180452,5/17/2018,Canada,Desktop,Dried Food,450,270,121500
20180453,5/17/2018,USA,Tablet,Canned Food,500,443,221500
20180454,5/17/2018,USA,Desktop,Dried Food,450,301,135450
20180455,5/18/2018,Thailand,Tablet,Dried Food,450,112,50400
20180456,5/18/2018,USA,Desktop,Frozen Food,330,447,147510
20180457,5/18/2018,Thailand,Desktop,Canned Food,500,287,143500
20180458,5/18/2018,Australia,Mobile,Beverage,200,469,93800
20180459,5/19/2018,Thailand,Desktop,Beverage,200,210,42000
20180460,5/19/2018,Thailand,Desktop,Beverage,200,111,22200
20180461,5/20/2018,USA,Mobile,Beverage,200,306,61200
20180462,5/20/2018,Thailand,Tablet,Frozen Food,330,220,72600
20180463,5/20/2018,USA,Mobile,Canned Food,500,200,100000
20180464,5/20/2018,Canada,Desktop,Frozen Food,330,130,42900
20180465,5/20/2018,Thailand,Tablet,Canned Food,500,443,221500
20180466,5/20/2018,USA,Desktop,Frozen Food,330,110,36300
20180467,5/21/2018,USA,Tablet,Dried Food,450,288,129600
20180468,5/21/2018,Australia,Mobile,Beverage,200,121,24200
20180469,5/21/2018,USA,Mobile,Canned Food,500,213,106500
20180470,5/22/2018,USA,Tablet,Canned Food,500,206,103000
20180471,5/22/2018,Australia,Mobile,Beverage,200,306,61200
20180472,5/23/2018,Canada,Mobile,Dried Food,450,462,207900
20180473,5/24/2018,Thailand,Tablet,Dried Food,450,139,62550
20180474,5/24/2018,Australia,Desktop,Canned Food,500,331,165500
20180475,5/24/2018,Canada,Desktop,Canned Food,500,489,244500
20180476,5/24/2018,Australia,Mobile,Canned Food,500,293,146500
20180477,5/25/2018,Thailand,Mobile,Canned Food,500,101,50500
20180478,5/26/2018,Australia,Desktop,Beverage,200,428,85600
20180479,5/26/2018,USA,Tablet,Dried Food,450,192,86400
20180480,5/26/2018,Thailand,Desktop,Beverage,200,103,20600
20180481,5/26/2018,USA,Tablet,Canned Food,500,292,146000
20180482,5/27/2018,Canada,Desktop,Canned Food,500,306,153000
20180483,5/27/2018,Australia,Desktop,Beverage,200,326,65200
20180484,5/27/2018,Australia,Mobile,Dried Food,450,246,110700
20180485,5/28/2018,Australia,Tablet,Dried Food,450,327,147150
20180486,5/28/2018,Thailand,Desktop,Frozen Food,330,459,151470
20180487,5/28/2018,Thailand,Mobile,Beverage,200,260,52000
20180488,5/29/2018,Thailand,Desktop,Beverage,200,358,71600
20180489,5/29/2018,Thailand,Tablet,Beverage,200,472,94400
20180490,5/29/2018,Australia,Desktop,Frozen Food,330,351,115830
20180491,5/29/2018,Thailand,Mobile,Dried Food,450,127,57150
20180492,5/29/2018,Canada,Mobile,Canned Food,500,425,212500
20180493,5/30/2018,USA,Tablet,Frozen Food,330,361,119130
20180494,5/30/2018,Canada,Tablet,Beverage,200,456,91200
20180495,5/30/2018,Thailand,Mobile,Beverage,200,246,49200
20180496,5/30/2018,Thailand,Tablet,Frozen Food,330,147,48510
20180497,5/31/2018,Thailand,Tablet,Frozen Food,330,120,39600
20180498,5/31/2018,Thailand,Desktop,Canned Food,500,401,200500
20180499,5/31/2018,Australia,Desktop,Dried Food,450,279,125550
20180500,5/31/2018,Canada,Mobile,Frozen Food,330,328,108240
20180501,5/31/2018,Australia,Desktop,Frozen Food,330,127,41910
20180502,6/1/2018,USA,Desktop,Frozen Food,330,151,49830
20180503,6/1/2018,Australia,Mobile,Beverage,200,455,91000
20180504,6/1/2018,Australia,Tablet,Canned Food,500,284,142000
20180505,6/2/2018,Australia,Mobile,Frozen Food,330,422,139260
20180506,6/2/2018,Australia,Mobile,Canned Food,500,422,211000
20180507,6/2/2018,USA,Mobile,Canned Food,500,248,124000
20180508,6/3/2018,Thailand,Desktop,Beverage,200,278,55600
20180509,6/3/2018,USA,Tablet,Canned Food,500,298,149000
20180510,6/4/2018,Australia,Mobile,Canned Food,500,431,215500
20180511,6/4/2018,Australia,Mobile,Frozen Food,330,108,35640
20180512,6/4/2018,Thailand,Tablet,Dried Food,450,344,154800
20180513,6/5/2018,Canada,Desktop,Canned Food,500,271,135500
20180514,6/5/2018,USA,Tablet,Dried Food,450,177,79650
20180515,6/5/2018,Australia,Desktop,Dried Food,450,193,86850
20180516,6/5/2018,Canada,Tablet,Beverage,200,143,28600
20180517,6/6/2018,Canada,Tablet,Dried Food,450,324,145800
20180518,6/6/2018,Canada,Tablet,Beverage,200,176,35200
20180519,6/7/2018,USA,Mobile,Beverage,200,370,74000
20180520,6/7/2018,Thailand,Desktop,Dried Food,450,205,92250
20180521,6/7/2018,Canada,Tablet,Dried Food,450,479,215550
20180522,6/7/2018,USA,Mobile,Dried Food,450,215,96750
20180523,6/8/2018,Thailand,Mobile,Beverage,200,283,56600
20180524,6/8/2018,Canada,Tablet,Canned Food,500,310,155000
20180525,6/8/2018,Canada,Tablet,Canned Food,500,327,163500
20180526,6/8/2018,Canada,Desktop,Beverage,200,375,75000
20180527,6/9/2018,Thailand,Desktop,Dried Food,450,464,208800
20180528,6/9/2018,Canada,Desktop,Dried Food,450,343,154350
20180529,6/9/2018,Thailand,Mobile,Dried Food,450,191,85950
20180530,6/9/2018,Thailand,Tablet,Dried Food,450,358,161100
20180531,6/9/2018,USA,Mobile,Beverage,200,250,50000
20180532,6/10/2018,Canada,Mobile,Frozen Food,330,408,134640
20180533,6/10/2018,Australia,Tablet,Dried Food,450,409,184050
20180534,6/10/2018,USA,Desktop,Frozen Food,330,242,79860
20180535,6/11/2018,Australia,Mobile,Frozen Food,330,327,107910
20180536,6/11/2018,USA,Mobile,Frozen Food,330,439,144870
20180537,6/11/2018,Thailand,Tablet,Frozen Food,330,349,115170
20180538,6/11/2018,USA,Tablet,Dried Food,450,367,165150
20180539,6/12/2018,USA,Mobile,Canned Food,500,253,126500
20180540,6/13/2018,Australia,Tablet,Frozen Food,330,226,74580
20180541,6/14/2018,Thailand,Tablet,Dried Food,450,333,149850
20180542,6/14/2018,Australia,Desktop,Frozen Food,330,196,64680
20180543,6/14/2018,Canada,Desktop,Beverage,200,148,29600
20180544,6/15/2018,USA,Mobile,Dried Food,450,177,79650
20180545,6/15/2018,Canada,Desktop,Beverage,200,462,92400
20180546,6/15/2018,Australia,Mobile,Frozen Food,330,231,76230
20180547,6/15/2018,USA,Mobile,Beverage,200,411,82200
20180548,6/16/2018,Australia,Mobile,Frozen Food,330,292,96360
20180549,6/16/2018,Australia,Tablet,Canned Food,500,437,218500
20180550,6/17/2018,Thailand,Mobile,Dried Food,450,138,62100
20180551,6/18/2018,Canada,Mobile,Frozen Food,330,325,107250
20180552,6/18/2018,Thailand,Mobile,Beverage,200,140,28000
20180553,6/18/2018,Australia,Mobile,Frozen Food,330,101,33330
20180554,6/18/2018,USA,Desktop,Beverage,200,410,82000
20180555,6/18/2018,Canada,Mobile,Dried Food,450,388,174600
20180556,6/18/2018,Canada,Desktop,Canned Food,500,320,160000
20180557,6/19/2018,Canada,Mobile,Canned Food,500,177,88500
20180558,6/19/2018,USA,Tablet,Beverage,200,136,27200
20180559,6/19/2018,Canada,Tablet,Frozen Food,330,323,106590
20180560,6/20/2018,Thailand,Mobile,Beverage,200,207,41400
20180561,6/20/2018,USA,Tablet,Beverage,200,384,76800
20180562,6/21/2018,Canada,Tablet,Frozen Food,330,477,157410
20180563,6/21/2018,Canada,Mobile,Beverage,200,137,27400
20180564,6/21/2018,Canada,Desktop,Canned Food,500,358,179000
20180565,6/22/2018,Thailand,Desktop,Dried Food,450,455,204750
20180566,6/22/2018,Thailand,Tablet,Dried Food,450,371,166950
20180567,6/22/2018,USA,Desktop,Beverage,200,308,61600
20180568,6/22/2018,Australia,Tablet,Canned Food,500,479,239500
20180569,6/22/2018,Australia,Desktop,Dried Food,450,496,223200
20180570,6/23/2018,USA,Desktop,Dried Food,450,388,174600
20180571,6/23/2018,Thailand,Mobile,Dried Food,450,257,115650
20180572,6/23/2018,Australia,Tablet,Canned Food,500,467,233500
20180573,6/23/2018,Canada,Tablet,Canned Food,500,364,182000
20180574,6/24/2018,USA,Mobile,Canned Food,500,232,116000
20180575,6/24/2018,Canada,Mobile,Frozen Food,330,410,135300
20180576,6/24/2018,Thailand,Mobile,Dried Food,450,197,88650
20180577,6/24/2018,Canada,Desktop,Frozen Food,330,373,123090
20180578,6/24/2018,Australia,Desktop,Frozen Food,330,471,155430
20180579,6/25/2018,USA,Mobile,Frozen Food,330,474,156420
20180580,6/25/2018,Thailand,Mobile,Frozen Food,330,326,107580
20180581,6/25/2018,Thailand,Mobile,Beverage,200,372,74400
20180582,6/25/2018,Thailand,Tablet,Frozen Food,330,241,79530
20180583,6/26/2018,USA,Desktop,Beverage,200,260,52000
20180584,6/26/2018,Thailand,Mobile,Frozen Food,330,499,164670
20180585,6/26/2018,Thailand,Desktop,Beverage,200,328,65600
20180586,6/26/2018,USA,Mobile,Frozen Food,330,327,107910
20180587,6/26/2018,Thailand,Mobile,Dried Food,450,379,170550
20180588,6/27/2018,USA,Mobile,Dried Food,450,372,167400
20180589,6/27/2018,USA,Mobile,Beverage,200,123,24600
20180590,6/27/2018,Thailand,Tablet,Canned Food,500,427,213500
20180591,6/27/2018,Canada,Desktop,Frozen Food,330,316,104280
20180592,6/28/2018,Australia,Tablet,Dried Food,450,182,81900
20180593,6/28/2018,Thailand,Desktop,Beverage,200,474,94800
20180594,6/28/2018,USA,Mobile,Dried Food,450,385,173250
20180595,6/28/2018,Australia,Tablet,Dried Food,450,331,148950
20180596,6/28/2018,Australia,Tablet,Frozen Food,330,424,139920
20180597,6/29/2018,Thailand,Tablet,Beverage,200,221,44200
20180598,6/29/2018,USA,Mobile,Canned Food,500,119,59500
20180599,6/30/2018,USA,Mobile,Beverage,200,134,26800
20180600,6/30/2018,Australia,Desktop,Dried Food,450,232,104400
20180601,7/1/2018,Australia,Mobile,Frozen Food,330,143,47190
20180602,7/1/2018,Canada,Tablet,Frozen Food,330,374,123420
20180603,7/1/2018,Thailand,Tablet,Beverage,200,228,45600
20180604,7/2/2018,Canada,Tablet,Dried Food,450,291,130950
20180605,7/2/2018,USA,Mobile,Dried Food,450,418,188100
20180606,7/2/2018,USA,Mobile,Dried Food,450,493,221850
20180607,7/2/2018,Canada,Desktop,Dried Food,450,230,103500
20180608,7/2/2018,Thailand,Desktop,Dried Food,450,357,160650
20180609,7/2/2018,Thailand,Mobile,Canned Food,500,292,146000
20180610,7/2/2018,USA,Mobile,Dried Food,450,220,99000
20180611,7/3/2018,Canada,Mobile,Dried Food,450,285,128250
20180612,7/3/2018,Thailand,Tablet,Beverage,200,379,75800
20180613,7/3/2018,Canada,Desktop,Dried Food,450,387,174150
20180614,7/3/2018,USA,Mobile,Dried Food,450,482,216900
20180615,7/3/2018,Australia,Mobile,Beverage,200,387,77400
20180616,7/4/2018,USA,Mobile,Canned Food,500,333,166500
20180617,7/4/2018,Australia,Mobile,Canned Food,500,264,132000
20180618,7/4/2018,Thailand,Desktop,Dried Food,450,162,72900
20180619,7/4/2018,Thailand,Desktop,Frozen Food,330,276,91080
20180620,7/4/2018,Thailand,Mobile,Canned Food,500,439,219500
20180621,7/5/2018,USA,Tablet,Dried Food,450,315,141750
20180622,7/5/2018,USA,Desktop,Dried Food,450,247,111150
20180623,7/6/2018,Australia,Mobile,Beverage,200,400,80000
20180624,7/6/2018,Australia,Tablet,Frozen Food,330,271,89430
20180625,7/6/2018,Australia,Desktop,Frozen Food,330,396,130680
20180626,7/6/2018,USA,Mobile,Frozen Food,330,173,57090
20180627,7/7/2018,Canada,Desktop,Beverage,200,322,64400
20180628,7/7/2018,Canada,Mobile,Canned Food,500,131,65500
20180629,7/7/2018,Canada,Mobile,Beverage,200,378,75600
20180630,7/7/2018,USA,Tablet,Dried Food,450,316,142200
20180631,7/8/2018,Canada,Tablet,Beverage,200,372,74400
20180632,7/8/2018,Canada,Mobile,Frozen Food,330,364,120120
20180633,7/8/2018,Thailand,Mobile,Frozen Food,330,313,103290
20180634,7/9/2018,Thailand,Mobile,Canned Food,500,474,237000
20180635,7/10/2018,Australia,Tablet,Dried Food,450,295,132750
20180636,7/10/2018,USA,Mobile,Canned Food,500,297,148500
20180637,7/10/2018,Australia,Tablet,Beverage,200,475,95000
20180638,7/11/2018,Thailand,Mobile,Canned Food,500,456,228000
20180639,7/11/2018,Canada,Tablet,Frozen Food,330,264,87120
20180640,7/11/2018,Thailand,Tablet,Canned Food,500,140,70000
20180641,7/11/2018,Australia,Mobile,Beverage,200,488,97600
20180642,7/11/2018,Thailand,Desktop,Canned Food,500,178,89000
20180643,7/12/2018,Australia,Tablet,Frozen Food,330,263,86790
20180644,7/12/2018,Thailand,Desktop,Beverage,200,243,48600
20180645,7/12/2018,Thailand,Mobile,Beverage,200,118,23600
20180646,7/13/2018,Thailand,Tablet,Beverage,200,204,40800
20180647,7/13/2018,USA,Mobile,Canned Food,500,367,183500
20180648,7/13/2018,Thailand,Tablet,Frozen Food,330,285,94050
20180649,7/13/2018,Australia,Mobile,Beverage,200,444,88800
20180650,7/13/2018,USA,Desktop,Canned Food,500,282,141000
20180651,7/14/2018,USA,Tablet,Dried Food,450,145,65250
20180652,7/14/2018,Thailand,Desktop,Canned Food,500,391,195500
20180653,7/14/2018,USA,Tablet,Dried Food,450,138,62100
20180654,7/14/2018,Australia,Mobile,Dried Food,450,145,65250
20180655,7/14/2018,Thailand,Desktop,Canned Food,500,174,87000
20180656,7/15/2018,Australia,Tablet,Beverage,200,493,98600
20180657,7/15/2018,Canada,Mobile,Frozen Food,330,310,102300
20180658,7/15/2018,Canada,Tablet,Frozen Food,330,122,40260
20180659,7/15/2018,Australia,Desktop,Canned Food,500,302,151000
20180660,7/16/2018,Australia,Desktop,Frozen Food,330,276,91080
20180661,7/16/2018,Thailand,Desktop,Frozen Food,330,297,98010
20180662,7/16/2018,Canada,Desktop,Beverage,200,239,47800
20180663,7/16/2018,Thailand,Mobile,Frozen Food,330,256,84480
20180664,7/17/2018,Thailand,Desktop,Canned Food,500,236,118000
20180665,7/17/2018,USA,Mobile,Dried Food,450,320,144000
20180666,7/17/2018,USA,Tablet,Beverage,200,111,22200
20180667,7/17/2018,Australia,Mobile,Beverage,200,217,43400
20180668,7/17/2018,Canada,Desktop,Canned Food,500,201,100500
20180669,7/18/2018,Australia,Mobile,Frozen Food,330,345,113850
20180670,7/19/2018,Australia,Desktop,Beverage,200,250,50000
20180671,7/19/2018,USA,Desktop,Beverage,200,124,24800
20180672,7/20/2018,Australia,Desktop,Canned Food,500,474,237000
20180673,7/21/2018,USA,Desktop,Dried Food,450,472,212400
20180674,7/22/2018,Canada,Tablet,Dried Food,450,227,102150
20180675,7/22/2018,Australia,Tablet,Canned Food,500,162,81000
20180676,7/22/2018,USA,Mobile,Frozen Food,330,407,134310
20180677,7/23/2018,USA,Mobile,Beverage,200,223,44600
20180678,7/23/2018,Thailand,Mobile,Beverage,200,453,90600
20180679,7/24/2018,Thailand,Mobile,Frozen Food,330,253,83490
20180680,7/24/2018,Canada,Desktop,Canned Food,500,464,232000
20180681,7/24/2018,USA,Mobile,Beverage,200,463,92600
20180682,7/24/2018,USA,Tablet,Canned Food,500,481,240500
20180683,7/24/2018,Thailand,Desktop,Beverage,200,372,74400
20180684,7/24/2018,Thailand,Desktop,Canned Food,500,153,76500
20180685,7/24/2018,USA,Tablet,Beverage,200,423,84600
20180686,7/24/2018,USA,Tablet,Beverage,200,423,84600
20180687,7/25/2018,USA,Mobile,Canned Food,500,356,178000
20180688,7/25/2018,Thailand,Desktop,Canned Food,500,188,94000
20180689,7/25/2018,Australia,Mobile,Frozen Food,330,432,142560
20180690,7/26/2018,Canada,Tablet,Canned Food,500,331,165500
20180691,7/26/2018,Australia,Mobile,Canned Food,500,244,122000
20180692,7/26/2018,Canada,Mobile,Dried Food,450,183,82350
20180693,7/27/2018,USA,Mobile,Frozen Food,330,237,78210
20180694,7/27/2018,USA,Tablet,Canned Food,500,474,237000
20180695,7/27/2018,Canada,Tablet,Beverage,200,158,31600
20180696,7/27/2018,Thailand,Desktop,Dried Food,450,256,115200
20180697,7/28/2018,Australia,Mobile,Frozen Food,330,433,142890
20180698,7/28/2018,Australia,Tablet,Frozen Food,330,348,114840
20180699,7/29/2018,Thailand,Mobile,Frozen Food,330,194,64020
20180700,7/29/2018,USA,Desktop,Canned Food,500,299,149500
20180701,7/29/2018,USA,Mobile,Canned Food,500,262,131000
20180702,7/29/2018,Australia,Desktop,Beverage,200,364,72800
20180703,7/29/2018,Australia,Mobile,Frozen Food,330,266,87780
20180704,7/30/2018,Canada,Tablet,Beverage,200,386,77200
20180705,7/30/2018,USA,Mobile,Canned Food,500,240,120000
20180706,7/30/2018,USA,Tablet,Dried Food,450,211,94950
20180707,7/31/2018,Canada,Mobile,Frozen Food,330,145,47850
20180708,8/1/2018,Australia,Mobile,Frozen Food,330,277,91410
20180709,8/1/2018,Canada,Mobile,Dried Food,450,368,165600
20180710,8/1/2018,USA,Tablet,Beverage,200,416,83200
20180711,8/1/2018,Thailand,Tablet,Frozen Food,330,476,157080
20180712,8/1/2018,Australia,Mobile,Canned Food,500,384,192000
20180713,8/2/2018,Canada,Desktop,Canned Food,500,217,108500
20180714,8/2/2018,Canada,Desktop,Dried Food,450,194,87300
20180715,8/2/2018,Canada,Mobile,Canned Food,500,291,145500
20180716,8/2/2018,Canada,Mobile,Frozen Food,330,360,118800
20180717,8/3/2018,Australia,Tablet,Frozen Food,330,390,128700
20180718,8/3/2018,USA,Tablet,Frozen Food,330,306,100980
20180719,8/3/2018,USA,Desktop,Beverage,200,344,68800
20180720,8/3/2018,Thailand,Tablet,Canned Food,500,291,145500
20180721,8/4/2018,Australia,Desktop,Dried Food,450,344,154800
20180722,8/4/2018,Canada,Mobile,Canned Food,500,401,200500
20180723,8/4/2018,USA,Mobile,Frozen Food,330,382,126060
20180724,8/5/2018,Canada,Tablet,Beverage,200,282,56400
20180725,8/5/2018,Australia,Desktop,Beverage,200,351,70200
20180726,8/6/2018,Thailand,Tablet,Frozen Food,330,275,90750
20180727,8/6/2018,Australia,Mobile,Frozen Food,330,216,71280
20180728,8/6/2018,Canada,Desktop,Canned Food,500,103,51500
20180729,8/6/2018,USA,Tablet,Dried Food,450,250,112500
20180730,8/7/2018,Australia,Mobile,Frozen Food,330,211,69630
20180731,8/7/2018,USA,Desktop,Dried Food,450,183,82350
20180732,8/7/2018,Thailand,Mobile,Canned Food,500,352,176000
20180733,8/7/2018,Australia,Tablet,Canned Food,500,342,171000
20180734,8/7/2018,USA,Mobile,Frozen Food,330,348,114840
20180735,8/7/2018,USA,Desktop,Beverage,200,250,50000
20180736,8/7/2018,Canada,Desktop,Beverage,200,139,27800
20180737,8/7/2018,USA,Mobile,Beverage,200,463,92600
20180738,8/10/2018,USA,Mobile,Dried Food,450,381,171450
20180739,8/10/2018,Australia,Desktop,Dried Food,450,125,56250
20180740,8/10/2018,Thailand,Mobile,Dried Food,450,475,213750
20180741,8/12/2018,Australia,Desktop,Canned Food,500,105,52500
20180742,8/12/2018,Canada,Desktop,Frozen Food,330,283,93390
20180743,8/12/2018,Thailand,Mobile,Dried Food,450,374,168300
20180744,8/12/2018,Thailand,Desktop,Beverage,200,206,41200
20180745,8/13/2018,USA,Desktop,Frozen Food,330,212,69960
20180746,8/13/2018,Australia,Tablet,Beverage,200,474,94800
20180747,8/13/2018,Australia,Tablet,Canned Food,500,145,72500
20180748,8/14/2018,USA,Desktop,Beverage,200,423,84600
20180749,8/14/2018,Canada,Mobile,Canned Food,500,156,78000
20180750,8/14/2018,Canada,Mobile,Beverage,200,237,47400
20180751,8/14/2018,Canada,Mobile,Beverage,200,183,36600
20180752,8/15/2018,Australia,Mobile,Frozen Food,330,316,104280
20180753,8/15/2018,Canada,Mobile,Canned Food,500,157,78500
20180754,8/15/2018,Australia,Tablet,Canned Food,500,302,151000
20180755,8/15/2018,USA,Mobile,Dried Food,450,380,171000
20180756,8/15/2018,Thailand,Mobile,Beverage,200,372,74400
20180757,8/16/2018,Canada,Mobile,Beverage,200,294,58800
20180758,8/16/2018,Australia,Tablet,Frozen Food,330,214,70620
20180759,8/16/2018,Australia,Desktop,Frozen Food,330,107,35310
20180760,8/16/2018,USA,Mobile,Frozen Food,330,495,163350
20180761,8/16/2018,USA,Desktop,Canned Food,500,459,229500
20180762,8/17/2018,USA,Desktop,Frozen Food,330,203,66990
20180763,8/18/2018,Australia,Desktop,Frozen Food,330,140,46200
20180764,8/19/2018,Thailand,Tablet,Canned Food,500,364,182000
20180765,8/19/2018,Thailand,Tablet,Beverage,200,345,69000
20180766,8/19/2018,Thailand,Mobile,Frozen Food,330,251,82830
20180767,8/19/2018,Thailand,Mobile,Dried Food,450,458,206100
20180768,8/19/2018,Canada,Mobile,Dried Food,450,233,104850
20180769,8/19/2018,USA,Desktop,Dried Food,450,321,144450
20180770,8/20/2018,Australia,Tablet,Canned Food,500,176,88000
20180771,8/20/2018,Canada,Mobile,Frozen Food,330,169,55770
20180772,8/21/2018,Thailand,Mobile,Beverage,200,128,25600
20180773,8/21/2018,Australia,Mobile,Canned Food,500,259,129500
20180774,8/21/2018,Thailand,Mobile,Dried Food,450,316,142200
20180775,8/21/2018,Canada,Mobile,Dried Food,450,243,109350
20180776,8/21/2018,USA,Mobile,Canned Food,500,346,173000
20180777,8/22/2018,Canada,Mobile,Canned Food,500,171,85500
20180778,8/22/2018,Canada,Tablet,Beverage,200,279,55800
20180779,8/22/2018,Thailand,Tablet,Beverage,200,411,82200
20180780,8/22/2018,Canada,Tablet,Canned Food,500,263,131500
20180781,8/22/2018,Thailand,Tablet,Beverage,200,498,99600
20180782,8/22/2018,Canada,Tablet,Canned Food,500,226,113000
20180783,8/23/2018,Australia,Mobile,Frozen Food,330,130,42900
20180784,8/23/2018,Canada,Mobile,Dried Food,450,172,77400
20180785,8/23/2018,Thailand,Mobile,Canned Food,500,421,210500
20180786,8/24/2018,USA,Tablet,Canned Food,500,235,117500
20180787,8/24/2018,Australia,Tablet,Frozen Food,330,208,68640
20180788,8/24/2018,Australia,Desktop,Canned Food,500,402,201000
20180789,8/25/2018,Thailand,Tablet,Frozen Food,330,230,75900
20180790,8/25/2018,Thailand,Tablet,Frozen Food,330,473,156090
20180791,8/25/2018,USA,Mobile,Frozen Food,330,394,130020
20180792,8/26/2018,USA,Desktop,Canned Food,500,223,111500
20180793,8/26/2018,USA,Mobile,Beverage,200,412,82400
20180794,8/26/2018,Canada,Mobile,Frozen Food,330,137,45210
20180795,8/27/2018,USA,Desktop,Beverage,200,385,77000
20180796,8/27/2018,Thailand,Desktop,Frozen Food,330,273,90090
20180797,8/27/2018,USA,Mobile,Beverage,200,197,39400
20180798,8/27/2018,Thailand,Desktop,Frozen Food,330,282,93060
20180799,8/28/2018,Canada,Mobile,Dried Food,450,228,102600
20180800,8/28/2018,Australia,Tablet,Beverage,200,125,25000
20180801,8/29/2018,USA,Desktop,Canned Food,500,431,215500
20180802,8/29/2018,Australia,Mobile,Beverage,200,179,35800
20180803,8/29/2018,Canada,Mobile,Canned Food,500,135,67500
20180804,8/29/2018,USA,Mobile,Beverage,200,391,78200
20180805,8/29/2018,Thailand,Mobile,Beverage,200,333,66600
20180806,8/30/2018,USA,Desktop,Canned Food,500,223,111500
20180807,8/30/2018,Thailand,Tablet,Frozen Food,330,426,140580
20180808,8/30/2018,Canada,Mobile,Canned Food,500,137,68500
20180809,8/30/2018,Thailand,Desktop,Beverage,200,191,38200
20180810,8/31/2018,Canada,Desktop,Frozen Food,330,400,132000
20180811,9/1/2018,Canada,Tablet,Beverage,200,134,26800
20180812,9/1/2018,Thailand,Desktop,Canned Food,500,130,65000
20180813,9/2/2018,Canada,Tablet,Frozen Food,330,312,102960
20180814,9/3/2018,Thailand,Desktop,Dried Food,450,335,150750
20180815,9/3/2018,Canada,Desktop,Frozen Food,330,373,123090
20180816,9/3/2018,Thailand,Mobile,Dried Food,450,492,221400
20180817,9/3/2018,Canada,Tablet,Frozen Food,330,179,59070
20180818,9/4/2018,USA,Mobile,Canned Food,500,311,155500
20180819,9/4/2018,Thailand,Mobile,Canned Food,500,474,237000
20180820,9/4/2018,Australia,Desktop,Dried Food,450,128,57600
20180821,9/4/2018,USA,Mobile,Beverage,200,218,43600
20180822,9/4/2018,Australia,Desktop,Frozen Food,330,471,155430
20180823,9/4/2018,Australia,Mobile,Canned Food,500,444,222000
20180824,9/4/2018,Australia,Tablet,Beverage,200,160,32000
20180825,9/5/2018,Thailand,Tablet,Dried Food,450,422,189900
20180826,9/5/2018,Thailand,Desktop,Canned Food,500,264,132000
20180827,9/6/2018,Canada,Mobile,Canned Food,500,216,108000
20180828,9/6/2018,Thailand,Mobile,Frozen Food,330,433,142890
20180829,9/7/2018,Canada,Mobile,Canned Food,500,129,64500
20180830,9/7/2018,Thailand,Mobile,Frozen Food,330,338,111540
20180831,9/7/2018,USA,Mobile,Canned Food,500,496,248000
20180832,9/8/2018,Thailand,Tablet,Beverage,200,410,82000
20180833,9/8/2018,Australia,Mobile,Frozen Food,330,398,131340
20180834,9/9/2018,Canada,Tablet,Canned Food,500,454,227000
20180835,9/9/2018,Australia,Mobile,Frozen Food,330,394,130020
20180836,9/9/2018,USA,Mobile,Dried Food,450,222,99900
20180837,9/9/2018,Thailand,Desktop,Canned Food,500,269,134500
20180838,9/10/2018,Thailand,Mobile,Dried Food,450,490,220500
20180839,9/10/2018,Canada,Desktop,Beverage,200,140,28000
20180840,9/10/2018,Canada,Desktop,Dried Food,450,302,135900
20180841,9/10/2018,USA,Desktop,Dried Food,450,219,98550
20180842,9/10/2018,USA,Desktop,Dried Food,450,274,123300
20180843,9/11/2018,Australia,Desktop,Frozen Food,330,115,37950
20180844,9/11/2018,USA,Mobile,Dried Food,450,224,100800
20180845,9/12/2018,USA,Mobile,Dried Food,450,256,115200
